County,State,mean_life_expectancy,State_FIPS,County_FIPS,asian_population
Harrison County,Missouri,77.337419181089,29,081,2.0
Henry County,Missouri,75.1475693528914,29,083,39.0
Hickory County,Missouri,76.4873193729265,29,085,22.0
Holt County,Missouri,78.801017707983,29,087,31.0
Howard County,Missouri,78.1242366474883,29,089,22.0
Howell County,Missouri,74.9481299577467,29,091,234.0
Iron County,Missouri,72.8975245720988,29,093,12.0
Jackson County,Missouri,76.9404560836654,29,095,11944.0
Jasper County,Missouri,75.8973476807523,29,097,1293.0
Jefferson County,Missouri,76.1333933045653,29,099,1647.0
Johnson County,Missouri,77.934107064315,29,101,820.0
Knox County,Missouri,76.892382316364,29,103,9.0
Laclede County,Missouri,75.2201185935018,29,105,129.0
Lafayette County,Missouri,76.9946833235717,29,107,153.0
Lawrence County,Missouri,75.637616668498,29,109,208.0
Lewis County,Missouri,76.6633899321273,29,111,21.0
Lincoln County,Missouri,76.4392221102157,29,113,245.0
Linn County,Missouri,75.9090059889778,29,115,27.0
Livingston County,Missouri,77.1076817066787,29,117,79.0
McDonald County,Missouri,74.1506085795942,29,119,307.0
Macon County,Missouri,76.8082103034532,29,121,64.0
Madison County,Missouri,74.1798669555744,29,123,79.0
Maries County,Missouri,76.8018967094093,29,125,16.0
Marion County,Missouri,76.4760309621211,29,127,261.0
Mercer County,Missouri,78.1201184763289,29,129,19.0
Miller County,Missouri,76.3610301142528,29,131,106.0
Mississippi County,Missouri,73.0614222925145,29,133,0.0
Moniteau County,Missouri,77.8427469694888,29,135,14.0
Monroe County,Missouri,77.9314372486008,29,137,20.0
Montgomery County,Missouri,75.4018806179993,29,139,31.0
Morgan County,Missouri,75.1304778089902,29,141,15.0
New Madrid County,Missouri,72.639795942441,29,143,15.0
Newton County,Missouri,75.9737053299932,29,145,706.0
Nodaway County,Missouri,79.350497632751,29,147,299.0
Oregon County,Missouri,75.1246219997085,29,149,50.0
Osage County,Missouri,78.459699014847,29,151,8.0
Ozark County,Missouri,75.5770517760233,29,153,0.0
Pemiscot County,Missouri,71.0926160349727,29,155,0.0
Perry County,Missouri,77.9157637962601,29,157,123.0
Pettis County,Missouri,76.9851005856482,29,159,184.0
Phelps County,Missouri,76.3605604296482,29,161,1552.0
Pike County,Missouri,76.5102635775106,29,163,43.0
Platte County,Missouri,80.4068406101437,29,165,2449.0
Polk County,Missouri,76.2086198920621,29,167,91.0
Pulaski County,Missouri,76.2567199287667,29,169,954.0
Putnam County,Missouri,76.7862120780622,29,171,28.0
Ralls County,Missouri,78.547228664935,29,173,4.0
Randolph County,Missouri,75.6923798961096,29,175,128.0
Ray County,Missouri,76.1086006112267,29,177,47.0
Reynolds County,Missouri,74.3460258429374,29,179,6.0
Ripley County,Missouri,73.0307306046915,29,181,12.0
Saint Charles County,Missouri,80.2385629454124,29,183,8873.0
Saint Clair County,Missouri,76.1482798217245,29,185,26.0
Sainte Genevieve County,Missouri,78.0732448724097,29,186,16.0
Saint Francois County,Missouri,74.2670325238622,29,187,105.0
Saint Louis County,Missouri,78.304545180462,29,189,38459.0
Saline County,Missouri,76.9597178212009,29,195,61.0
Schuyler County,Missouri,77.1266906455237,29,197,0.0
Scotland County,Missouri,77.0819802975309,29,199,0.0
Scott County,Missouri,75.0037671002209,29,201,33.0
Shannon County,Missouri,75.7220915629154,29,203,0.0
Shelby County,Missouri,77.0932374839413,29,205,4.0
Stoddard County,Missouri,74.905059998996,29,207,14.0
Stone County,Missouri,77.8851911888352,29,209,9.0
Sullivan County,Missouri,76.1729793498236,29,211,48.0
Taney County,Missouri,77.1720372389984,29,213,437.0
Texas County,Missouri,76.1836191776279,29,215,29.0
Vernon County,Missouri,75.5919702593861,29,217,142.0
Warren County,Missouri,78.1703536028327,29,219,124.0
Washington County,Missouri,73.3970322681883,29,221,9.0
Wayne County,Missouri,73.9493713102408,29,223,8.0
Webster County,Missouri,77.1514639743976,29,225,112.0
Worth County,Missouri,77.8485881088769,29,227,0.0
Wright County,Missouri,74.3804142044072,29,229,63.0
Saint Louis City,Missouri,74.1606229289921,29,510,9660.0
Beaverhead County,Montana,80.3567546460644,30,001,154.0
Big Horn County,Montana,71.8390375254802,30,003,12.0
Blaine County,Montana,75.0203119374401,30,005,0.0
Broadwater County,Montana,79.7607569090247,30,007,80.0
Carbon County,Montana,80.4371995857338,30,009,24.0
Carter County,Montana,79.0737193006343,30,011,0.0
Cascade County,Montana,77.8157844829449,30,013,726.0
Chouteau County,Montana,79.0330161384425,30,015,10.0
Custer County,Montana,77.1146902302252,30,017,45.0
Daniels County,Montana,78.4881065918359,30,019,0.0
Dawson County,Montana,78.3392884985031,30,021,18.0
Deer Lodge County,Montana,76.4084098881533,30,023,34.0
Fallon County,Montana,78.0398156556672,30,025,25.0
Fergus County,Montana,77.7831351339856,30,027,104.0
Flathead County,Montana,79.0696490206195,30,029,492.0
Gallatin County,Montana,81.9260802587179,30,031,1261.0
Garfield County,Montana,78.2934668444075,30,033,0.0
Glacier County,Montana,72.2073544092388,30,035,68.0
Granite County,Montana,81.3195482433669,30,039,2.0
Hill County,Montana,76.8848001456293,30,041,84.0
Jefferson County,Montana,78.8171639229031,30,043,31.0
Judith Basin County,Montana,80.3359810265459,30,045,0.0
Lake County,Montana,77.8825747289604,30,047,120.0
Lewis and Clark County,Montana,79.3492080689681,30,049,443.0
Liberty County,Montana,81.4693815671394,30,051,0.0
Lincoln County,Montana,77.8780072541581,30,053,109.0
McCone County,Montana,78.3449203753503,30,055,9.0
Madison County,Montana,80.8280839479865,30,057,14.0
Meagher County,Montana,78.7642613654942,30,059,0.0
Mineral County,Montana,77.4830215533476,30,061,32.0
Missoula County,Montana,79.5679554633963,30,063,1421.0
Musselshell County,Montana,76.2500373314585,30,065,67.0
Phillips County,Montana,77.0456003695386,30,071,0.0
Pondera County,Montana,78.0197327181239,30,073,25.0
Powder River County,Montana,79.6313712156185,30,075,0.0
Powell County,Montana,77.2139810296291,30,077,68.0
Prairie County,Montana,77.9667450461633,30,079,0.0
Ravalli County,Montana,79.5217239146147,30,081,231.0
Richland County,Montana,77.3229583318575,30,083,46.0
Roosevelt County,Montana,69.5686256927579,30,085,23.0
Rosebud County,Montana,74.9232638459854,30,087,45.0
Sanders County,Montana,77.7222952098578,30,089,55.0
Sheridan County,Montana,76.7787104225126,30,091,9.0
Silver Bow County,Montana,76.4030271959376,30,093,305.0
Stillwater County,Montana,79.4128800579175,30,095,42.0
Sweet Grass County,Montana,80.7056482859872,30,097,30.0
Teton County,Montana,79.9198387441154,30,099,22.0
Toole County,Montana,77.6961616949182,30,101,96.0
Valley County,Montana,78.0452646203171,30,105,16.0
Wheatland County,Montana,78.5026231700647,30,107,0.0
Wibaux County,Montana,76.9683079438899,30,109,0.0
Yellowstone County,Montana,78.3232377631065,30,111,1060.0
Park County,Montana,79.6317288177496,30,067,11.0
Adams County,Nebraska,79.0525155123409,31,001,421.0
Antelope County,Nebraska,80.5511445738499,31,003,18.0
Boone County,Nebraska,80.6610360352255,31,011,1.0
Box Butte County,Nebraska,77.9992431676252,31,013,37.0
Boyd County,Nebraska,78.5176114062662,31,015,5.0
Brown County,Nebraska,79.8902058490869,31,017,14.0
Buffalo County,Nebraska,80.3288917068739,31,019,627.0
Burt County,Nebraska,78.1762292069221,31,021,32.0
Butler County,Nebraska,78.835044248591,31,023,42.0
Cass County,Nebraska,78.9129758509613,31,025,153.0
Cedar County,Nebraska,80.5415516276861,31,027,7.0
Chase County,Nebraska,78.5440018794425,31,029,0.0
Cherry County,Nebraska,78.7648341079006,31,031,25.0
Cheyenne County,Nebraska,79.0538103484725,31,033,124.0
Clay County,Nebraska,78.3495560556217,31,035,19.0
Colfax County,Nebraska,80.1515415245986,31,037,9.0
Cuming County,Nebraska,81.355503607122,31,039,14.0
Custer County,Nebraska,79.2227964200196,31,041,91.0
Dakota County,Nebraska,78.0846377526437,31,043,659.0
Dawes County,Nebraska,79.3299559361499,31,045,94.0
Dawson County,Nebraska,78.9843453820713,31,047,6.0
Deuel County,Nebraska,78.5743904886826,31,049,3.0
Dixon County,Nebraska,79.2246186182312,31,051,2.0
Dodge County,Nebraska,78.0694961678048,31,053,227.0
Douglas County,Nebraska,78.8066749887246,31,055,17723.0
Dundy County,Nebraska,77.8723285113915,31,057,0.0
Fillmore County,Nebraska,78.2123606646124,31,059,11.0
Franklin County,Nebraska,78.4692012525898,31,061,4.0
Frontier County,Nebraska,82.0839954600604,31,063,2.0
Furnas County,Nebraska,78.0169715047797,31,065,7.0
Gage County,Nebraska,77.887071724208,31,067,119.0
Garden County,Nebraska,78.1623373928932,31,069,25.0
Garfield County,Nebraska,79.0542467878298,31,071,0.0
Gosper County,Nebraska,80.1522953509518,31,073,8.0
Greeley County,Nebraska,80.3497848679456,31,077,9.0
Hall County,Nebraska,78.5644559316674,31,079,702.0
Hamilton County,Nebraska,80.393687464157,31,081,36.0
Harlan County,Nebraska,79.6448789596166,31,083,6.0
Hitchcock County,Nebraska,78.1682464665856,31,087,0.0
Holt County,Nebraska,79.6817846545537,31,089,46.0
Howard County,Nebraska,79.8490732094202,31,093,14.0
Jefferson County,Nebraska,77.8250846251041,31,095,0.0
Johnson County,Nebraska,78.0489404720564,31,097,62.0
Kearney County,Nebraska,79.1345955364172,31,099,23.0
Keith County,Nebraska,78.6750105127267,31,101,51.0
Kimball County,Nebraska,77.3624201193175,31,105,23.0
Knox County,Nebraska,79.2064207818246,31,107,46.0
Lancaster County,Nebraska,80.2467379200379,31,109,12290.0
Lincoln County,Nebraska,78.7122435968011,31,111,226.0
Madison County,Nebraska,78.6845729335245,31,119,311.0
Merrick County,Nebraska,79.117684998026,31,121,3.0
Morrill County,Nebraska,77.7101669082474,31,123,10.0
Nance County,Nebraska,77.4915631208253,31,125,1.0
Nemaha County,Nebraska,78.191002715473,31,127,6.0
Nuckolls County,Nebraska,79.0048432194606,31,129,27.0
Otoe County,Nebraska,79.2029892243117,31,131,52.0
Pawnee County,Nebraska,79.1203572107815,31,133,0.0
Perkins County,Nebraska,80.0408749926605,31,135,0.0
Phelps County,Nebraska,79.3821272829162,31,137,18.0
Pierce County,Nebraska,80.0853531041232,31,139,12.0
Platte County,Nebraska,80.4192959668295,31,141,202.0
Polk County,Nebraska,80.238782508351,31,143,15.0
Red Willow County,Nebraska,78.5996151257166,31,145,36.0
Richardson County,Nebraska,77.5540894205444,31,147,24.0
Rock County,Nebraska,78.9865697003342,31,149,3.0
Saline County,Nebraska,77.9152461036143,31,151,429.0
Sarpy County,Nebraska,80.9250168896854,31,153,3927.0
Saunders County,Nebraska,79.3299188104055,31,155,50.0
Scotts Bluff County,Nebraska,77.3865616887844,31,157,242.0
Seward County,Nebraska,79.0444615465753,31,159,103.0
Sheridan County,Nebraska,77.8931881285531,31,161,36.0
Sherman County,Nebraska,79.4296905835757,31,163,9.0
Sioux County,Nebraska,83.0381098729827,31,165,3.0
Stanton County,Nebraska,80.961513359994,31,167,15.0
Thayer County,Nebraska,78.4001331659507,31,169,0.0
Thurston County,Nebraska,73.6673570642477,31,173,36.0
Valley County,Nebraska,79.8812117118376,31,175,0.0
Washington County,Nebraska,80.0262523453312,31,177,34.0
Wayne County,Nebraska,82.8762235553871,31,179,36.0
Webster County,Nebraska,77.2713255754193,31,181,43.0
York County,Nebraska,79.6936440180167,31,185,25.0
Churchill County,Nevada,75.6780181908323,32,001,594.0
Clark County,Nevada,78.4682302863341,32,003,193617.0
Douglas County,Nevada,80.9164948210828,32,005,561.0
Elko County,Nevada,78.2906069640208,32,007,564.0
Eureka County,Nevada,77.9987474016483,32,011,0.0
Humboldt County,Nevada,76.5834301638411,32,013,79.0
Lander County,Nevada,76.8323338566656,32,015,43.0
Lincoln County,Nevada,77.8753967245755,32,017,48.0
Lyon County,Nevada,76.326543578643,32,019,695.0
Mineral County,Nevada,74.1816027698615,32,021,150.0
Nye County,Nevada,73.9499116645158,32,023,650.0
Pershing County,Nevada,78.2360321514631,32,027,79.0
Storey County,Nevada,82.3381765495412,32,029,81.0
Washoe County,Nevada,78.0187003291766,32,031,23733.0
White Pine County,Nevada,77.2328478228953,32,033,63.0
Carson City,Nevada,75.4096636819887,32,510,1655.0
Belknap County,New Hampshire,78.1781858900434,33,001,643.0
Carroll County,New Hampshire,79.8000532932746,33,003,319.0
Cheshire County,New Hampshire,79.3167986524017,33,005,978.0
Coos County,New Hampshire,76.88369738533,33,007,25.0
Grafton County,New Hampshire,80.5367136348045,33,009,2896.0
Hillsborough County,New Hampshire,79.5843340171471,33,011,14945.0
Merrimack County,New Hampshire,79.4112423819705,33,013,2463.0
Rockingham County,New Hampshire,80.3306877779191,33,015,5652.0
Strafford County,New Hampshire,78.5720417534059,33,017,3833.0
Sullivan County,New Hampshire,78.8665502892163,33,019,340.0
Atlantic County,New Jersey,77.5116887852029,34,001,22658.0
Bergen County,New Jersey,82.9599950519171,34,003,147370.0
Burlington County,New Jersey,79.6357202749807,34,005,21503.0
Camden County,New Jersey,77.6341781005181,34,007,28892.0
Cape May County,New Jersey,77.3834896824315,34,009,1013.0
Cumberland County,New Jersey,75.8644655406486,34,011,2077.0
Essex County,New Jersey,79.3208327496225,34,013,39694.0
Gloucester County,New Jersey,78.176487278906,34,015,8737.0
Hudson County,New Jersey,81.6585056029341,34,017,99280.0
Hunterdon County,New Jersey,83.0587419573264,34,019,4532.0
Mercer County,New Jersey,80.2398531893098,34,021,38667.0
Middlesex County,New Jersey,81.5057402046194,34,023,196289.0
Monmouth County,New Jersey,80.6045692039829,34,025,33380.0
Morris County,New Jersey,82.4687612223012,34,027,49582.0
Ocean County,New Jersey,79.0675016946263,34,029,11113.0
Passaic County,New Jersey,80.4357822045839,34,031,26552.0
Salem County,New Jersey,76.2835326381673,34,033,594.0
Somerset County,New Jersey,82.4845153083104,34,035,54935.0
Sussex County,New Jersey,79.5953178361075,34,037,2748.0
Union County,New Jersey,81.2785990248023,34,039,26599.0
Warren County,New Jersey,79.8332922337056,34,041,2993.0
Bernalillo County,New Mexico,78.4631251536255,35,001,16206.0
Catron County,New Mexico,79.5038886206945,35,003,12.0
Chaves County,New Mexico,75.7527908741292,35,005,523.0
Colfax County,New Mexico,77.6489594257952,35,007,67.0
Curry County,New Mexico,76.8800326394988,35,009,815.0
De Baca County,New Mexico,75.8060462495044,35,011,4.0
Dona Ana County,New Mexico,79.5829172449782,35,013,2242.0
Eddy County,New Mexico,75.370673266489,35,015,258.0
Grant County,New Mexico,77.6325682798311,35,017,62.0
Guadalupe County,New Mexico,76.2985409240566,35,019,0.0
Hidalgo County,New Mexico,76.6095321954911,35,023,0.0
Lea County,New Mexico,75.8116495360663,35,025,110.0
Lincoln County,New Mexico,79.2420589855917,35,027,71.0
Los Alamos County,New Mexico,83.3764667017812,35,028,1047.0
Luna County,New Mexico,75.6043502933621,35,029,100.0
McKinley County,New Mexico,72.7432763890307,35,031,734.0
Mora County,New Mexico,77.6692807624501,35,033,0.0
Otero County,New Mexico,77.6532366856244,35,035,851.0
Quay County,New Mexico,75.0554980355093,35,037,66.0
Rio Arriba County,New Mexico,73.7700335845048,35,039,147.0
Roosevelt County,New Mexico,77.244510437161,35,041,75.0
Sandoval County,New Mexico,79.0809895701612,35,043,1943.0
San Juan County,New Mexico,76.8066035480058,35,045,677.0
San Miguel County,New Mexico,76.4581687011618,35,047,293.0
Santa Fe County,New Mexico,80.7607916825501,35,049,1797.0
Sierra County,New Mexico,73.8184750508833,35,051,27.0
Socorro County,New Mexico,75.8920772798454,35,053,191.0
Taos County,New Mexico,78.9133503182797,35,055,278.0
Torrance County,New Mexico,76.4797524570339,35,057,32.0
Union County,New Mexico,76.9680582513767,35,059,5.0
Cibola County,New Mexico,76.6270382044182,35,006,154.0
Valencia County,New Mexico,76.6270382044182,35,061,381.0
Albany County,New York,79.9139117072393,36,001,18629.0
Allegany County,New York,78.3915536498671,36,003,567.0
Bronx County,New York,79.9693321166561,36,005,52462.0
Broome County,New York,78.775908389097,36,007,8064.0
Cattaraugus County,New York,77.6572707109308,36,009,643.0
Cayuga County,New York,79.5811141675296,36,011,387.0
Chautauqua County,New York,77.9138560168009,36,013,812.0
Chemung County,New York,77.4337755495673,36,015,1369.0
Chenango County,New York,77.6583432911403,36,017,223.0
Clinton County,New York,79.1940769494904,36,019,1098.0
Columbia County,New York,79.4415380342934,36,021,1177.0
Cortland County,New York,78.4731797931453,36,023,451.0
Delaware County,New York,78.9626551601511,36,025,338.0
Dutchess County,New York,80.6773219277295,36,027,11120.0
Erie County,New York,78.3156863561676,36,029,30607.0
Essex County,New York,79.7970200062179,36,031,184.0
Franklin County,New York,78.780716179322,36,033,232.0
Fulton County,New York,78.063119884943,36,035,379.0
Genesee County,New York,78.6467269083353,36,037,388.0
Greene County,New York,78.5510325652629,36,039,486.0
Hamilton County,New York,78.6855924296625,36,041,3.0
Herkimer County,New York,78.9647936561101,36,043,319.0
Jefferson County,New York,78.201281513417,36,045,1695.0
Kings County,New York,82.1302486225052,36,047,304037.0
Lewis County,New York,79.3763763876438,36,049,123.0
Livingston County,New York,80.0099701339894,36,051,884.0
Madison County,New York,80.3233852767477,36,053,617.0
Monroe County,New York,79.8122222027901,36,055,26808.0
Montgomery County,New York,77.7938229899518,36,057,370.0
Nassau County,New York,82.6140970755494,36,059,118271.0
New York County,New York,84.099388128983,36,061,192573.0
Niagara County,New York,77.7461295458085,36,063,2299.0
Oneida County,New York,78.4126171606775,36,065,8826.0
Onondaga County,New York,79.4381188472215,36,067,17120.0
Ontario County,New York,79.8011318926723,36,069,1308.0
Orange County,New York,80.0160816501403,36,071,10058.0
Orleans County,New York,78.062075513612,36,073,277.0
Oswego County,New York,78.0393976328105,36,075,808.0
Otsego County,New York,79.9978002217737,36,077,743.0
Putnam County,New York,82.075006033779,36,079,2235.0
Queens County,New York,83.2695186379422,36,081,572759.0
Rensselaer County,New York,78.8901325871064,36,083,3940.0
Richmond County,New York,80.672663522285,36,085,38052.0
Rockland County,New York,82.74883992548,36,087,19589.0
Saint Lawrence County,New York,78.943237238682,36,089,1252.0
Saratoga County,New York,81.1050588226645,36,091,5991.0
Schenectady County,New York,78.9609582069655,36,093,6900.0
Schoharie County,New York,80.3448823678478,36,095,258.0
Schuyler County,New York,78.55191442678,36,097,95.0
Seneca County,New York,78.6728014580699,36,099,260.0
Steuben County,New York,78.6082775034394,36,101,1456.0
Suffolk County,New York,80.6588936930021,36,103,56762.0
Sullivan County,New York,77.7046216442445,36,105,1201.0
Tioga County,New York,79.8382253886736,36,107,334.0
Tompkins County,New York,80.9203143999798,36,109,10638.0
Ulster County,New York,79.9034618171244,36,111,3504.0
Warren County,New York,79.4965456723306,36,113,595.0
Washington County,New York,78.7592408110319,36,115,292.0
Wayne County,New York,78.9826518705452,36,117,625.0
Westchester County,New York,83.1794603373677,36,119,55359.0
Wyoming County,New York,78.73039737454,36,121,139.0
Yates County,New York,78.8873128234931,36,123,225.0
Alamance County,North Carolina,77.0685812118075,37,001,2214.0
Alexander County,North Carolina,76.9614797384164,37,003,430.0
Alleghany County,North Carolina,77.4610663449365,37,005,17.0
Anson County,North Carolina,74.0725353996096,37,007,301.0
Ashe County,North Carolina,77.5708551395377,37,009,85.0
Avery County,North Carolina,77.0334577277727,37,011,85.0
Beaufort County,North Carolina,75.8656244655181,37,013,59.0
Bertie County,North Carolina,75.7424752634519,37,015,113.0
Bladen County,North Carolina,74.491634981349,37,017,20.0
Brunswick County,North Carolina,78.1589076049795,37,019,800.0
Buncombe County,North Carolina,78.4995796907722,37,021,2986.0
Burke County,North Carolina,76.1749984603412,37,023,3242.0
Cabarrus County,North Carolina,78.1727913293198,37,025,5258.0
Caldwell County,North Carolina,75.5540825976302,37,027,466.0
Camden County,North Carolina,78.5465130730104,37,029,206.0
Carteret County,North Carolina,77.5678331973906,37,031,817.0
Caswell County,North Carolina,76.0021798237954,37,033,133.0
Catawba County,North Carolina,76.478381783831,37,035,6121.0
Chatham County,North Carolina,80.8774065251652,37,037,975.0
Cherokee County,North Carolina,76.3339705471513,37,039,166.0
Chowan County,North Carolina,76.6676580195293,37,041,36.0
Clay County,North Carolina,77.2144504829415,37,043,12.0
Cleveland County,North Carolina,74.3062977333663,37,045,975.0
Columbus County,North Carolina,73.5033437802957,37,047,180.0
Craven County,North Carolina,76.8620107986492,37,049,2802.0
Cumberland County,North Carolina,75.9008703194555,37,051,7841.0
Currituck County,North Carolina,77.3684271228857,37,053,120.0
Dare County,North Carolina,78.5910842103186,37,055,178.0
Davidson County,North Carolina,76.034033453837,37,057,2191.0
Davie County,North Carolina,78.0721369913083,37,059,318.0
Duplin County,North Carolina,77.8749208760201,37,061,181.0
Durham County,North Carolina,79.6085908292452,37,063,13849.0
Edgecombe County,North Carolina,74.1444129296281,37,065,58.0
Forsyth County,North Carolina,77.7337376342516,37,067,7434.0
Franklin County,North Carolina,77.3732837790396,37,069,260.0
Gaston County,North Carolina,75.2607193448041,37,071,3081.0
Gates County,North Carolina,76.6934981276761,37,073,66.0
Graham County,North Carolina,76.0046716071594,37,075,0.0
Granville County,North Carolina,77.6208069729872,37,077,248.0
Greene County,North Carolina,76.7187243484012,37,079,41.0
Guilford County,North Carolina,78.1284607112066,37,081,23395.0
Halifax County,North Carolina,74.2365160040583,37,083,443.0
Harnett County,North Carolina,76.6437455995481,37,085,1418.0
Haywood County,North Carolina,77.2352947896465,37,087,320.0
Henderson County,North Carolina,78.9815818111703,37,089,1257.0
Hertford County,North Carolina,76.0118361211626,37,091,195.0
Hoke County,North Carolina,76.1136816318135,37,093,699.0
Hyde County,North Carolina,76.1438696161462,37,095,4.0
Iredell County,North Carolina,77.357021743989,37,097,4020.0
Jackson County,North Carolina,78.2288135049887,37,099,420.0
Johnston County,North Carolina,77.4768308696818,37,101,1179.0
Jones County,North Carolina,75.7510626278929,37,103,21.0
Lee County,North Carolina,76.3545229448186,37,105,626.0
Lenoir County,North Carolina,74.6642352518742,37,107,333.0
Lincoln County,North Carolina,76.9459492032992,37,109,433.0
McDowell County,North Carolina,76.5717330412652,37,111,319.0
Macon County,North Carolina,77.6223541339364,37,113,250.0
Madison County,North Carolina,77.4210798913749,37,115,105.0
Martin County,North Carolina,74.5781002527635,37,117,38.0
Mecklenburg County,North Carolina,80.0022618256787,37,119,53861.0
Mitchell County,North Carolina,75.701933067287,37,121,37.0
Montgomery County,North Carolina,76.4162794240619,37,123,424.0
Moore County,North Carolina,79.2661336140771,37,125,1203.0
Nash County,North Carolina,75.5215836377358,37,127,919.0
New Hanover County,North Carolina,79.0100379478553,37,129,2902.0
Northampton County,North Carolina,76.2227779273298,37,131,44.0
Onslow County,North Carolina,76.8468827907199,37,133,3531.0
Orange County,North Carolina,81.5272589542262,37,135,10261.0
Pamlico County,North Carolina,77.5020851830226,37,137,25.0
Pasquotank County,North Carolina,76.248957280179,37,139,637.0
Pender County,North Carolina,77.5179135118989,37,141,199.0
Perquimans County,North Carolina,78.1894276451611,37,143,0.0
Person County,North Carolina,76.3367551338297,37,145,119.0
Pitt County,North Carolina,78.0093368543586,37,147,3012.0
Polk County,North Carolina,79.0932250165005,37,149,30.0
Randolph County,North Carolina,76.1902898644823,37,151,1541.0
Richmond County,North Carolina,73.684288368266,37,153,157.0
Robeson County,North Carolina,73.0410766227454,37,155,948.0
Rockingham County,North Carolina,75.1194009898642,37,157,491.0
Rowan County,North Carolina,75.2040569313551,37,159,1252.0
Rutherford County,North Carolina,75.3332758510106,37,161,346.0
Sampson County,North Carolina,75.478975907429,37,163,296.0
Scotland County,North Carolina,74.1796581919861,37,165,286.0
Stanly County,North Carolina,75.9833101663133,37,167,1117.0
Stokes County,North Carolina,76.4091632164185,37,169,143.0
Surry County,North Carolina,75.5711430992343,37,171,436.0
Swain County,North Carolina,72.7994660491399,37,173,52.0
Transylvania County,North Carolina,79.8695641663562,37,175,227.0
Tyrrell County,North Carolina,77.0893555847302,37,177,14.0
Union County,North Carolina,79.3630513356347,37,179,4880.0
Vance County,North Carolina,74.0411727255849,37,181,213.0
Wake County,North Carolina,81.3158370915099,37,183,62010.0
Warren County,North Carolina,76.931267698933,37,185,104.0
Washington County,North Carolina,76.2932614272141,37,187,0.0
Watauga County,North Carolina,81.2709009336789,37,189,452.0
Wayne County,North Carolina,75.9664937969973,37,191,1538.0
Wilkes County,North Carolina,76.3626937325509,37,193,318.0
Wilson County,North Carolina,76.0687402929208,37,195,627.0
Yadkin County,North Carolina,76.4576617557514,37,197,22.0
Yancey County,North Carolina,77.3628373489658,37,199,36.0
Adams County,North Dakota,79.1182963150854,38,001,38.0
Barnes County,North Dakota,79.020262005044,38,003,40.0
Benson County,North Dakota,73.0415189652118,38,005,7.0
Bottineau County,North Dakota,78.2352884715544,38,009,18.0
Bowman County,North Dakota,78.8402513517028,38,011,0.0
Burke County,North Dakota,79.367326166047,38,013,1.0
Burleigh County,North Dakota,81.1102674951498,38,015,689.0
Cass County,North Dakota,80.8897959360028,38,017,4640.0
Cavalier County,North Dakota,80.0026440153839,38,019,10.0
Dickey County,North Dakota,79.3707698984278,38,021,21.0
Divide County,North Dakota,79.7488982466643,38,023,35.0
Dunn County,North Dakota,79.5254763019973,38,025,19.0
Eddy County,North Dakota,76.106241332214,38,027,0.0
Emmons County,North Dakota,78.7783506229444,38,029,45.0
Foster County,North Dakota,79.0464156798234,38,031,12.0
Golden Valley County,North Dakota,82.7576835372883,38,033,0.0
Grand Forks County,North Dakota,79.4623712544465,38,035,1683.0
Grant County,North Dakota,78.728105049507,38,037,4.0
Griggs County,North Dakota,78.8061659138474,38,039,0.0
Hettinger County,North Dakota,79.3056578395753,38,041,0.0
Kidder County,North Dakota,81.0052265127503,38,043,5.0
LaMoure County,North Dakota,81.4827556603441,38,045,0.0
Logan County,North Dakota,79.8676703253053,38,047,5.0
McHenry County,North Dakota,79.5016846106525,38,049,7.0
McIntosh County,North Dakota,79.3706140938393,38,051,30.0
McKenzie County,North Dakota,78.5545585860536,38,053,30.0
McLean County,North Dakota,78.7565802191047,38,055,11.0
Mercer County,North Dakota,79.9467179816065,38,057,35.0
Morton County,North Dakota,78.7155471738686,38,059,37.0
Mountrail County,North Dakota,75.1981304285245,38,061,68.0
Nelson County,North Dakota,76.6212662179011,38,063,0.0
Oliver County,North Dakota,82.6731033363553,38,065,2.0
Pembina County,North Dakota,79.9704253474017,38,067,15.0
Pierce County,North Dakota,78.5816581750075,38,069,0.0
Ramsey County,North Dakota,77.9140856674896,38,071,53.0
Ransom County,North Dakota,77.7915435064759,38,073,21.0
Renville County,North Dakota,78.600319058533,38,075,24.0
Richland County,North Dakota,80.7813322515086,38,077,34.0
Rolette County,North Dakota,72.4047876585497,38,079,39.0
Sargent County,North Dakota,80.501155080413,38,081,9.0
Sheridan County,North Dakota,82.4601092609477,38,083,0.0
Sioux County,North Dakota,68.1230493339686,38,085,4.0
Stark County,North Dakota,80.5826775102636,38,089,413.0
Steele County,North Dakota,81.5594712034885,38,091,0.0
Stutsman County,North Dakota,78.4274400380849,38,093,104.0
Towner County,North Dakota,78.2105273612952,38,095,7.0
Traill County,North Dakota,79.8321608322274,38,097,20.0
Walsh County,North Dakota,77.8204444158048,38,099,73.0
Ward County,North Dakota,80.056840930365,38,101,882.0
Wells County,North Dakota,78.6483535700641,38,103,0.0
Williams County,North Dakota,78.256124854127,38,105,106.0
Adams County,Ohio,73.401722512918,39,001,49.0
Allen County,Ohio,77.0212432572577,39,003,759.0
Ashland County,Ohio,77.9496484959162,39,005,317.0
Ashtabula County,Ohio,75.4503411658431,39,007,446.0
Athens County,Ohio,77.2429237124812,39,009,2039.0
Auglaize County,Ohio,78.4983481407743,39,011,276.0
Belmont County,Ohio,76.49267995306,39,013,263.0
Brown County,Ohio,74.8201721669114,39,015,92.0
